author_id,recommendation_rank,product_id,product_name,brand_name,secondary_category,tertiary_category,price_usd,avg_product_rating,num_reviews,loves_count,predicted_score,risk_adjusted_score,bnn_uncertainty,confidence_bucket,predicted_lower_95,predicted_upper_95,mf_score,content_score,content_rating_score,hybrid_score,explanation
10000770719,1,P503879,Wake Up Honey Eye Cream with Brightening Vitamin C,Farmacy,Eye Care,Eye Creams & Treatments,45.0,4.7118,569.0,28506,4.9401264,4.9258485,0.028556043,high_confidence,4.491714,5.0,5.0,0.8555778,4.4223113,4.826693415641785,"Recommended as a Eye Creams & Treatments product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); barrier support (ceramide, peptide); brightening (vitamin c, ascorbic) Predicted score: 4.94; uncertainty: 0.029."
10000770719,2,P483679,Truth Barrier Booster Orange Ferment Vitamin C Essence,OLEHENRIKSEN,Moisturizers,Mists & Essences,48.0,4.814,602.0,24293,4.9380436,4.9237986,0.028490188,high_confidence,4.4906654,5.0,5.0,0.7029975,3.81199,4.6435970067977905,"Recommended as a Mists & Essences product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); barrier support (niacinamide); brightening (vitamin c, ascorbic) Predicted score: 4.94; uncertainty: 0.028."
10000770719,3,P501282,C5 Super Boost Vitamin C Moisturizer,Paula's Choice,Moisturizers,Moisturizers,45.0,4.6986,292.0,13256,4.933406,4.9181623,0.030486627,high_confidence,4.4546776,5.0,5.0,0.83080953,4.3232384,4.796971559524536,"Recommended as a Moisturizers product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (peptide, squalane); brightening (vitamin c, ascorbic) Predicted score: 4.93; uncertainty: 0.030."
10000770719,4,P479318,10% Niacinamide Night Mask,Farmacy,Masks,Face Masks,44.0,4.6759,901.0,56372,4.93292,4.9161267,0.033586085,high_confidence,4.4055214,5.0,5.0,0.8019135,4.207654,4.762296199798584,"Recommended as a Face Masks product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, aloe); barrier support (niacinamide); brightening (niacinamide) Predicted score: 4.93; uncertainty: 0.034."
10000770719,5,P479692,Awaken Peptide Depuffing Eye Gel,Dermalogica,Eye Care,Eye Creams & Treatments,59.0,4.7033,273.0,8685,4.926181,4.9078755,0.036610294,high_confidence,4.3512936,5.0,5.0,0.8692012,4.4768047,4.84304141998291,Recommended as a Eye Creams & Treatments product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin); barrier support (peptide); exfoliation (lactic acid) Predicted score: 4.93; uncertainty: 0.037.
10000770719,6,P463036,Honey Halo Ultra-Hydrating Ceramide Moisturizer,Farmacy,Moisturizers,Moisturizers,48.0,4.4484,1327.0,131912,4.9222026,4.903416,0.03757247,high_confidence,4.3322062,5.0,5.0,0.8067044,4.2268176,4.7680453062057495,"Recommended as a Moisturizers product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, ceramide); barrier support (ceramide); soothing (oat) Predicted score: 4.92; uncertainty: 0.038."
10000770719,7,P480447,10 + 10 Moisturizer with 10% Vitamin C + 10% Peptide Complex + Ceramides,iNNBEAUTY PROJECT,Moisturizers,Moisturizers,35.0,4.5646,294.0,13877,4.917018,4.9031334,0.0277695,high_confidence,4.4809566,5.0,5.0,0.8302783,4.321113,4.7963340282440186,"Recommended as a Moisturizers product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, squalane); barrier support (ceramide, peptide); brightening (vitamin c, ascorbic) Predicted score: 4.92; uncertainty: 0.028."
10000770719,8,P483708,Mini Essential Comfort Firming Cream,Sulwhasoo,Moisturizers,Moisturizers,28.0,4.5019,257.0,3008,4.9212584,4.902303,0.0379103,high_confidence,4.3259573,5.0,4.905976260604683,0.81737304,4.269492,4.715031051071044,Recommended as a Moisturizers product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin); brightening (licorice); soothing (oat) Predicted score: 4.92; uncertainty: 0.038.
10000770719,9,P479125,Mini Cloud Dew Oil-Free Gel Cream,Summer Fridays,Moisturizers,Moisturizers,17.0,4.4613,646.0,12092,4.919506,4.901829,0.035354275,high_confidence,4.3643417,5.0,5.0,0.8625481,4.4501925,4.835057735443115,"Recommended as a Moisturizers product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (glycerin, ceramide); barrier support (ceramide, peptide); brightening (ascorbic) Predicted score: 4.92; uncertainty: 0.035."
10000770719,10,P503690,Water Drench Hyaluronic Cloud Rich Barrier Moisturizer,Peter Thomas Roth,Moisturizers,Moisturizers,58.0,4.7489,219.0,2975,4.9186726,4.901477,0.0343916,high_confidence,4.378625,5.0,5.0,0.8916403,4.566561,4.869968414306641,"Recommended as a Moisturizers product with high confidence because its content profile is similar to products this user has liked and it shows ingredient/content signals for hydration (hyaluronic acid, glycerin); barrier support (squalane); exfoliation (lactic acid) Predicted score: 4.92; uncertainty: 0.034."
