author_id,product_id,rating
10000770719,P447785,5.0
10000770719,P447212,5.0
10000770719,P439061,5.0
10000770719,P501254,5.0
10000770719,P447782,5.0
10000770719,P454935,5.0
10000770719,P464233,5.0
10000770719,P447781,5.0
10000770719,P448203,5.0
1000235057,P397890,5.0
1000235057,P500757,1.0
1000235057,P126301,1.0
1000235057,P377561,5.0
1000235057,P450917,5.0
1000235057,P421243,2.0
1000235057,P426183,5.0
1000235057,P379707,3.0
1000235057,P409631,2.0
1000235057,P232903,5.0
1000235057,P428819,1.0
1000235057,P297524,5.0
1000235057,P461667,5.0
1000235057,P375849,5.0
1000235057,P456412,5.0
1000235057,P428250,4.0
1000235057,P433443,3.0
1000235057,P405096,5.0
1000235057,P427418,1.0
1000235057,P422905,5.0
1000235057,P432049,1.0
1000235057,P384537,5.0
1000235057,P427405,5.0
1000235057,P392648,1.0
1000235057,P420652,5.0
1000235057,P440498,5.0
10003868106,P375853,4.0
10003868106,P375850,4.0
10003868106,P480612,5.0
10003868106,P426183,5.0
10003868106,P474340,5.0
10003868106,P420652,5.0
10003868106,P472468,4.0
10005368592,P375849,2.0
10005368592,P309308,4.0
10005368592,P426340,2.0
10005368592,P397622,4.0
10005368592,P426183,2.0
10005368592,P393718,3.0
10005368592,P423259,4.0
10005786204,P454018,5.0
10005786204,P448202,4.0
10005786204,P470507,5.0
10005786204,P461160,3.0
10005786204,P470506,4.0
10005786204,P461159,3.0
10005786204,P463105,4.0
1000694573,P417238,3.0
1000694573,P386757,3.0
1000694573,P218700,1.0
1000694573,P7880,5.0
1000694573,P409631,5.0
1000694573,P422905,5.0
1000694573,P462336,5.0
1000694573,P392249,3.0
1000694573,P420652,5.0
10007009256,P472472,5.0
10007009256,P416816,5.0
10007009256,P475589,5.0
10007009256,P457512,5.0
10007009256,P448719,5.0
10007009256,P470536,5.0
1001087549,P483708,5.0
1001087549,P480613,5.0
1001087549,P500993,5.0
1001087549,P482024,5.0
1001087549,P504045,5.0
1001087549,P461936,4.0
1001087549,P424948,5.0
1001087549,P471025,5.0
1001087549,P481739,5.0
1001087549,P483692,5.0
1001087549,P481145,5.0
1001087549,P440650,5.0
1001087549,P232915,5.0
1001087549,P501254,5.0
1001087549,P481366,5.0
1001087549,P481743,5.0
1001087549,P500112,5.0
1001087549,P481701,5.0
1001087549,P501169,5.0
1001087549,P270594,5.0
1001087549,P479348,5.0
1001087549,P309308,5.0
1001087549,P500472,5.0
1001087549,P483457,5.0
1001087549,P480461,4.0
1001087549,P503865,5.0
1001087549,P433520,5.0
1001087549,P479841,5.0
1001087549,P477492,4.0
1001087549,P505211,5.0
1001087549,P479327,5.0
1001087549,P423148,5.0
1001087549,P500777,5.0
1001087549,P456218,5.0
1001087549,P481697,5.0
1001087549,P484067,5.0
10015807972,P472468,4.0
10015807972,P470255,5.0
10015807972,P440307,3.0
10015807972,P394639,4.0
10015807972,P427416,5.0
10015807972,P480612,5.0
10015807972,P420652,5.0
10015807972,P442830,5.0
10015807972,P427406,5.0
10015807972,P427419,5.0
10015807972,P461555,3.0
10015807972,P426829,5.0
10021044780,P473126,5.0
10021044780,P479860,5.0
10021044780,P421277,5.0
10021044780,P474809,5.0
10021044780,P500777,5.0
10021044780,P442840,5.0
10021044780,P466123,5.0
10021044780,P475124,5.0
10021044780,P477157,5.0
10021044780,P442836,5.0
10021044780,P461949,5.0
10021203314,P423135,4.0
10021203314,P475172,5.0
10021203314,P471045,5.0
10021203314,P471793,5.0
10021203314,P479318,5.0
10021203314,P476683,5.0
10021203314,P462699,5.0
10021203314,P476436,5.0
10021203314,P471237,5.0
10021203314,P442761,5.0
10021203314,P479645,5.0
10021203314,P504171,5.0
10021203314,P466673,5.0
10021203314,P504637,5.0
10021203314,P469832,5.0
10021203314,P479340,5.0
10021203314,P458219,5.0
10021203314,P469537,5.0
10021203314,P405584,5.0
10021203314,P463353,4.0
10021203314,P474809,5.0
10021203314,P442836,5.0
10021203314,P500633,5.0
10021203314,P434548,5.0
10021203314,P481710,5.0
10021203314,P472023,5.0
10021203314,P503634,5.0
10021203314,P505031,5.0
10021203314,P476675,5.0
10021203314,P479841,5.0
10021203314,P479327,5.0
10021203314,P505024,5.0
10021203314,P462666,5.0
10021203314,P500716,5.0
10021203314,P470529,5.0
10021203314,P476414,5.0
10021203314,P482535,5.0
10021203314,P470058,5.0
10021203314,P479351,5.0
10021203314,P502395,5.0
10021203314,P482074,5.0
10021203314,P471097,5.0
10021203314,P504056,5.0
10021203314,P482540,5.0
10021203314,P483453,5.0
10021203314,P503879,5.0
10021203314,P474326,5.0
10021203314,P471033,5.0
10021203314,P309308,5.0
10021203314,P480274,5.0
10021203314,P467762,5.0
10021203314,P400259,5.0
10021203314,P469517,5.0
10021203314,P504044,5.0
10021203314,P502197,5.0
10021203314,P467028,5.0
10021203314,P482552,5.0
10021203314,P501254,5.0
10021203314,P461935,5.0
10021203314,P480192,5.0
10021226877,P454085,3.0
10021226877,P422905,5.0
10021226877,P456126,5.0
10021226877,P446421,4.0
10021226877,P433444,5.0
10021226877,P454019,4.0
10023295604,P461160,4.0
10023295604,P447791,4.0
10023295604,P462347,5.0
10023295604,P456399,5.0
10023295604,P456398,5.0
10023295604,P461159,4.0
10023504296,P438620,5.0
10023504296,P416816,5.0
10023504296,P416815,5.0
10023504296,P505131,5.0
10023504296,P438619,5.0
10023504296,P474333,4.0
10023504296,P433443,5.0
10023504296,P472025,5.0
10023974985,P415773,4.0
10023974985,P436387,5.0
10023974985,P442713,5.0
10023974985,P450271,5.0
10023974985,P400207,5.0
10023974985,P427420,2.0
10023974985,P472454,4.0
10023974985,P417238,5.0
10023974985,P431840,5.0
10023974985,P427417,5.0
10023974985,P427421,5.0
10023974985,P441220,5.0
10023974985,P427397,4.0
10026585218,P504637,5.0
10026585218,P474840,3.0
10026585218,P480447,5.0
10026585218,P469537,5.0
10026585218,P482008,5.0
10026585218,P400259,4.0
10026585218,P440650,4.0
10026585218,P443352,5.0
10026585218,P411365,4.0
10026585218,P503726,4.0
10026585218,P423688,5.0
10026585218,P500993,3.0
10026585218,P503936,4.0
10026585218,P483453,5.0
10026585218,P505024,5.0
10026585218,P500055,5.0
10026585218,P453930,4.0
10026585218,P466673,5.0
10026585218,P476680,5.0
10026585218,P500039,5.0
10026585218,P453713,5.0
1002785043,P458216,2.0
1002785043,P417238,5.0
1002785043,P475159,5.0
1002785043,P450271,5.0
1002785043,P447782,3.0
1002785043,P455676,2.0
10029441027,P427413,5.0
10029441027,P385432,5.0
10029441027,P377561,2.0
10029441027,P7880,4.0
10029441027,P427410,2.0
10029441027,P455366,4.0
10029441027,P466153,5.0
10029441027,P427406,1.0
10029441027,P450917,2.0
1002973098,P500633,5.0
1002973098,P450290,5.0
1002973098,P504044,5.0
1002973098,P503814,5.0
1002973098,P502326,5.0
1002973098,P440650,5.0
1002973098,P483136,5.0
1002973098,P504421,5.0
1002973098,P455929,5.0
1002973098,P501157,5.0
1002973098,P480447,5.0
1002973098,P500288,5.0
1002973098,P503651,5.0
1002973098,P504125,5.0
1002973098,P472469,5.0
1002982806,P482676,4.0
1002982806,P472025,4.0
1002982806,P467137,4.0
1002982806,P456207,4.0
1002982806,P504277,3.0
1002982806,P461935,2.0
1002982806,P448202,3.0
1002982806,P463105,3.0
1002982806,P482540,5.0
1002982806,P481739,4.0
1002982806,P12573,5.0
1002982806,P482269,5.0
1002982806,P505158,5.0
1002982806,P423148,5.0
1002982806,P454018,2.0
1002982806,P483127,5.0
1002982806,P270594,5.0
1002982806,P505211,2.0
1002982806,P478731,5.0
1002982806,P400259,4.0
1002982806,P483643,4.0
1002982806,P480447,5.0
1002982806,P484067,4.0
1002982806,P453225,3.0
1002982806,P479841,5.0
1002982806,P467973,4.0
1002982806,P473172,5.0
1002982806,P442990,2.0
1002982806,P456218,4.0
1002982806,P481831,5.0
1002982806,P503936,3.0
10035198948,P503891,5.0
10035198948,P442858,5.0
10035198948,P411403,5.0
10035198948,P483692,5.0
10035198948,P483698,5.0
10035198948,P433973,5.0
10035198948,P438619,5.0
10035198948,P500744,5.0
10035198948,P483700,5.0
10035198948,P501321,5.0
10035198948,P483708,5.0
10035198948,P504056,5.0
10035198948,P461936,5.0
10035198948,P481701,5.0
10035198948,P483697,4.0
10035198948,P500288,5.0
10035198948,P455936,4.0
10035405220,P461933,5.0
10035405220,P429242,5.0
10035405220,P500718,3.0
10035405220,P456398,5.0
10035405220,P446942,5.0
10035405220,P461160,5.0
1003558380,P7880,5.0
1003558380,P467120,4.0
1003558380,P439055,3.0
1003558380,P218700,3.0
1003558380,P404322,4.0
1003558380,P9939,4.0
1003558380,P374841,4.0
1003558380,P439061,3.0
1003558380,P379009,4.0
1003558380,P427393,5.0
1003558380,P458755,4.0
1003558380,P376135,4.0
1003628416,P429637,2.0
1003628416,P375849,5.0
1003628416,P462747,4.0
1003628416,P420143,3.0
1003628416,P381020,5.0
1003628416,P429250,1.0
10041421187,P503865,5.0
10041421187,P501288,5.0
10041421187,P483455,5.0
10041421187,P440650,5.0
10041421187,P481833,5.0
10041421187,P505024,4.0
10041421187,P476414,5.0
10041421187,P500472,5.0
10041421187,P479692,4.0
10041421187,P483453,4.0
10041421187,P501282,5.0
10041421187,P479327,5.0
1004697789,P442838,5.0
1004697789,P474075,5.0
1004697789,P433973,5.0
1004697789,P501169,5.0
1004697789,P481732,5.0
1004697789,P468684,5.0
1004697789,P504026,5.0
1004697789,P504076,5.0
1004697789,P504045,5.0
1004697789,P501760,5.0
1004697789,P476414,5.0
1004697789,P500757,5.0
1004697789,P505139,4.0
1004697789,P458219,5.0
1004697789,P472025,5.0
1004697789,P471237,4.0
1004697789,P471025,1.0
1004697789,P501166,5.0
1004697789,P446629,5.0
1004697789,P479348,5.0
1004697789,P504309,5.0
1004697789,P500993,5.0
1004697789,P482269,3.0
1004697789,P474809,5.0
1004697789,P500633,5.0
1004697789,P501254,5.0
1004697789,P423136,5.0
1004697789,P469831,5.0
1004697789,P423148,5.0
1004697789,P503814,5.0
