author_id,user_rating_count,mean_user_rating,rated_product_ids,liked_product_ids
10000770719,9,5.0,P439061|P447212|P447781|P447782|P447785|P448203|P454935|P464233|P501254,P439061|P447212|P447781|P447782|P447785|P448203|P454935|P464233|P501254
1000235057,26,3.6538461538461537,P126301|P232903|P297524|P375849|P377561|P379707|P384537|P392648|P397890|P405096|P409631|P420652|P421243|P422905|P426183|P427405|P427418|P428250|P428819|P432049|P433443|P440498|P450917|P456412|P461667|P500757,P232903|P297524|P375849|P377561|P384537|P397890|P405096|P420652|P422905|P426183|P427405|P428250|P440498|P450917|P456412|P461667
10003868106,7,4.571428571428571,P375850|P375853|P420652|P426183|P472468|P474340|P480612,P375850|P375853|P420652|P426183|P472468|P474340|P480612
10005368592,7,3.0,P309308|P375849|P393718|P397622|P423259|P426183|P426340,P309308|P397622|P423259
10005786204,7,4.0,P448202|P454018|P461159|P461160|P463105|P470506|P470507,P448202|P454018|P463105|P470506|P470507
1000694573,9,3.888888888888889,P218700|P386757|P392249|P409631|P417238|P420652|P422905|P462336|P7880,P409631|P420652|P422905|P462336|P7880
10007009256,6,5.0,P416816|P448719|P457512|P470536|P472472|P475589,P416816|P448719|P457512|P470536|P472472|P475589
1001087549,36,4.916666666666667,P232915|P270594|P309308|P423148|P424948|P433520|P440650|P456218|P461936|P471025|P477492|P479327|P479348|P479841|P480461|P480613|P481145|P481366|P481697|P481701|P481739|P481743|P482024|P483457|P483692|P483708|P484067|P500112|P500472|P500777|P500993|P501169|P501254|P503865|P504045|P505211,P232915|P270594|P309308|P423148|P424948|P433520|P440650|P456218|P461936|P471025|P477492|P479327|P479348|P479841|P480461|P480613|P481145|P481366|P481697|P481701|P481739|P481743|P482024|P483457|P483692|P483708|P484067|P500112|P500472|P500777|P500993|P501169|P501254|P503865|P504045|P505211
10015807972,12,4.5,P394639|P420652|P426829|P427406|P427416|P427419|P440307|P442830|P461555|P470255|P472468|P480612,P394639|P420652|P426829|P427406|P427416|P427419|P442830|P470255|P472468|P480612
10021044780,11,5.0,P421277|P442836|P442840|P461949|P466123|P473126|P474809|P475124|P477157|P479860|P500777,P421277|P442836|P442840|P461949|P466123|P473126|P474809|P475124|P477157|P479860|P500777
10021203314,60,4.966666666666667,P309308|P400259|P405584|P423135|P434548|P442761|P442836|P458219|P461935|P462666|P462699|P463353|P466673|P467028|P467762|P469517|P469537|P469832|P470058|P470529|P471033|P471045|P471097|P471237|P471793|P472023|P474326|P474809|P475172|P476414|P476436|P476675|P476683|P479318|P479327|P479340|P479351|P479645|P479841|P480192|P480274|P481710|P482074|P482535|P482540|P482552|P483453|P500633|P500716|P501254|P502197|P502395|P503634|P503879|P504044|P504056|P504171|P504637|P505024|P505031,P309308|P400259|P405584|P423135|P434548|P442761|P442836|P458219|P461935|P462666|P462699|P463353|P466673|P467028|P467762|P469517|P469537|P469832|P470058|P470529|P471033|P471045|P471097|P471237|P471793|P472023|P474326|P474809|P475172|P476414|P476436|P476675|P476683|P479318|P479327|P479340|P479351|P479645|P479841|P480192|P480274|P481710|P482074|P482535|P482540|P482552|P483453|P500633|P500716|P501254|P502197|P502395|P503634|P503879|P504044|P504056|P504171|P504637|P505024|P505031
10021226877,6,4.333333333333333,P422905|P433444|P446421|P454019|P454085|P456126,P422905|P433444|P446421|P454019|P456126
10023295604,6,4.5,P447791|P456398|P456399|P461159|P461160|P462347,P447791|P456398|P456399|P461159|P461160|P462347
10023504296,8,4.875,P416815|P416816|P433443|P438619|P438620|P472025|P474333|P505131,P416815|P416816|P433443|P438619|P438620|P472025|P474333|P505131
10023974985,13,4.538461538461538,P400207|P415773|P417238|P427397|P427417|P427420|P427421|P431840|P436387|P441220|P442713|P450271|P472454,P400207|P415773|P417238|P427397|P427417|P427421|P431840|P436387|P441220|P442713|P450271|P472454
10026585218,21,4.523809523809524,P400259|P411365|P423688|P440650|P443352|P453713|P453930|P466673|P469537|P474840|P476680|P480447|P482008|P483453|P500039|P500055|P500993|P503726|P503936|P504637|P505024,P400259|P411365|P423688|P440650|P443352|P453713|P453930|P466673|P469537|P476680|P480447|P482008|P483453|P500039|P500055|P503726|P503936|P504637|P505024
1002785043,6,3.6666666666666665,P417238|P447782|P450271|P455676|P458216|P475159,P417238|P450271|P475159
10029441027,9,3.3333333333333335,P377561|P385432|P427406|P427410|P427413|P450917|P455366|P466153|P7880,P385432|P427413|P455366|P466153|P7880
1002973098,15,5.0,P440650|P450290|P455929|P472469|P480447|P483136|P500288|P500633|P501157|P502326|P503651|P503814|P504044|P504125|P504421,P440650|P450290|P455929|P472469|P480447|P483136|P500288|P500633|P501157|P502326|P503651|P503814|P504044|P504125|P504421
1002982806,31,3.967741935483871,P12573|P270594|P400259|P423148|P442990|P448202|P453225|P454018|P456207|P456218|P461935|P463105|P467137|P467973|P472025|P473172|P478731|P479841|P480447|P481739|P481831|P482269|P482540|P482676|P483127|P483643|P484067|P503936|P504277|P505158|P505211,P12573|P270594|P400259|P423148|P456207|P456218|P467137|P467973|P472025|P473172|P478731|P479841|P480447|P481739|P481831|P482269|P482540|P482676|P483127|P483643|P484067|P505158
10035198948,17,4.882352941176471,P411403|P433973|P438619|P442858|P455936|P461936|P481701|P483692|P483697|P483698|P483700|P483708|P500288|P500744|P501321|P503891|P504056,P411403|P433973|P438619|P442858|P455936|P461936|P481701|P483692|P483697|P483698|P483700|P483708|P500288|P500744|P501321|P503891|P504056
10035405220,6,4.666666666666667,P429242|P446942|P456398|P461160|P461933|P500718,P429242|P446942|P456398|P461160|P461933
1003558380,12,3.9166666666666665,P218700|P374841|P376135|P379009|P404322|P427393|P439055|P439061|P458755|P467120|P7880|P9939,P374841|P376135|P379009|P404322|P427393|P458755|P467120|P7880|P9939
1003628416,6,3.3333333333333335,P375849|P381020|P420143|P429250|P429637|P462747,P375849|P381020|P462747
10041421187,12,4.75,P440650|P476414|P479327|P479692|P481833|P483453|P483455|P500472|P501282|P501288|P503865|P505024,P440650|P476414|P479327|P479692|P481833|P483453|P483455|P500472|P501282|P501288|P503865|P505024
1004697789,46,4.782608695652174,P423136|P423148|P433973|P442838|P442839|P443700|P446629|P456218|P458219|P467762|P468684|P469519|P469831|P470217|P470529|P471025|P471237|P472025|P474075|P474809|P476414|P479348|P480447|P481732|P482269|P482320|P482535|P483457|P500633|P500757|P500993|P501166|P501169|P501254|P501760|P502046|P502326|P503814|P503991|P504026|P504044|P504045|P504076|P504199|P504309|P505139,P423136|P423148|P433973|P442838|P442839|P443700|P446629|P456218|P458219|P467762|P468684|P469519|P469831|P470217|P470529|P471237|P472025|P474075|P474809|P476414|P479348|P480447|P481732|P482320|P482535|P483457|P500633|P500757|P500993|P501166|P501169|P501254|P501760|P502046|P502326|P503814|P503991|P504026|P504044|P504045|P504076|P504199|P504309|P505139
10048923098,11,4.318181818181818,P415747|P420652|P421243|P421275|P42204|P42205|P427419|P441101|P453225|P456392|P481367,P415747|P420652|P421243|P421275|P42204|P42205|P427419|P453225|P456392|P481367
10051033332,6,4.666666666666667,P456392|P474329|P474832|P479327|P479841|P500472,P456392|P474329|P474832|P479327|P479841|P500472
10052784676,15,4.933333333333334,P423688|P438620|P442838|P445832|P455236|P473725|P474329|P479841|P481831|P482006|P482676|P500101|P504849|P505020|P505031,P423688|P438620|P442838|P445832|P455236|P473725|P474329|P479841|P481831|P482006|P482676|P500101|P504849|P505020|P505031
1005498079,6,4.333333333333333,P251529|P294018|P296413|P39274|P42204|P469502,P251529|P294018|P39274|P42204|P469502
10056937665,8,3.875,P309308|P391802|P393718|P416560|P426707|P427413|P427421|P476731,P309308|P393718|P426707|P427413|P427421|P476731
10057967828,10,3.8,P429515|P432241|P436094|P440307|P442837|P442841|P455237|P455612|P457005|P503692,P429515|P436094|P440307|P455237|P455612|P503692
10059345357,20,4.35,P269122|P3617|P399623|P403315|P410400|P413326|P415701|P420652|P420699|P433443|P437981|P441101|P442589|P447603|P448530|P450583|P454794|P460747|P467615|P479125,P269122|P399623|P403315|P413326|P420652|P420699|P433443|P437981|P441101|P442589|P447603|P448530|P450583|P454794|P460747|P467615|P479125
1006031202,12,4.5,P257537|P306941|P384537|P415773|P416552|P420652|P423688|P432045|P439927|P443352|P443563|P456392,P306941|P384537|P415773|P416552|P420652|P423688|P432045|P439927|P443352|P456392
10061927003,6,4.5,P375853|P411387|P422536|P426707|P441644|P443842,P375853|P411387|P422536|P426707|P441644|P443842
10061927643,11,3.8181818181818183,P411401|P415771|P415777|P427421|P429515|P439058|P454120|P458209|P466123|P473160|P500993,P415771|P415777|P427421|P429515|P439058|P458209|P466123|P473160
1006852523,6,4.166666666666667,P174502|P309308|P382204|P453816|P456417|P7880,P174502|P309308|P453816|P456417|P7880
10070174161,11,3.909090909090909,P421277|P424948|P427405|P427406|P427415|P427419|P443840|P443843|P453253|P455366|P479354,P424948|P427405|P427406|P427415|P427419|P443840|P443843|P453253|P479354
10071170379,12,4.833333333333333,P466153|P472021|P479125|P501178|P501254|P501760|P501781|P503651|P503690|P503721|P503809|P505009,P466153|P472021|P479125|P501178|P501254|P501760|P501781|P503651|P503690|P503721|P503809|P505009
1007157531,23,4.304347826086956,P122900|P12336|P139000|P173726|P174502|P196542|P217932|P248407|P268700|P278317|P309308|P374115|P384780|P394639|P411540|P42204|P429250|P461439|P472454|P479839|P480162|P481084|P94812,P122900|P12336|P139000|P173726|P174502|P196542|P217932|P248407|P268700|P309308|P411540|P42204|P429250|P461439|P472454|P479839|P480162|P481084|P94812
10072835560,35,4.857142857142857,P270594|P400259|P418624|P434336|P442840|P443370|P443700|P458219|P470529|P471046|P471101|P474809|P476414|P477157|P477492|P479327|P479348|P479841|P479860|P480192|P480447|P481739|P482676|P483643|P483679|P484067|P500288|P500472|P500618|P500687|P500777|P500993|P501157|P503827|P505378,P270594|P400259|P418624|P434336|P442840|P443370|P443700|P458219|P470529|P471046|P471101|P474809|P476414|P477157|P477492|P479327|P479348|P479841|P479860|P480192|P480447|P481739|P482676|P483643|P483679|P484067|P500288|P500472|P500618|P500687|P500777|P500993|P501157|P503827|P505378
10076882253,6,3.8333333333333335,P433520|P440650|P454799|P469482|P477202|P482535,P433520|P440650|P469482|P477202|P482535
10076895231,6,4.833333333333333,P417114|P417115|P421998|P445951|P450917|P474060,P417114|P417115|P421998|P445951|P450917|P474060
10086164821,17,4.764705882352941,P400259|P418346|P443563|P446421|P468408|P468409|P470529|P481831|P482269|P502761|P503250|P503690|P503891|P504040|P504076|P504277|P504639,P400259|P418346|P443563|P446421|P468408|P468409|P481831|P482269|P502761|P503250|P503690|P503891|P504040|P504076|P504277|P504639
10086982136,7,4.857142857142857,P395615|P408241|P442741|P447592|P472453|P472454|P474938,P395615|P408241|P442741|P447592|P472453|P472454|P474938
10092030345,21,5.0,P399755|P411365|P421249|P423688|P440650|P443352|P445832|P471101|P473133|P476414|P479348|P479692|P481697|P481732|P481989|P482260|P483679|P483692|P483708|P500633|P502046,P399755|P411365|P421249|P423688|P440650|P443352|P445832|P471101|P473133|P476414|P479348|P479692|P481697|P481732|P481989|P482260|P483679|P483692|P483708|P500633|P502046
10092410929,12,3.9166666666666665,P438619|P469514|P474075|P474822|P479327|P480461|P482061|P483453|P501781|P502986|P503683|P504045,P438619|P474075|P474822|P479327|P480461|P483453|P502986|P503683|P504045
1009496289,9,3.7777777777777777,P139000|P164932|P203616|P214002|P218700|P248404|P266126|P4039|P470255,P139000|P164932|P218700|P248404|P266126|P470255
1009618054,19,3.8947368421052633,P442837|P442839|P454313|P455237|P461949|P463036|P466123|P474832|P479841|P481710|P481739|P482006|P482061|P482540|P483643|P500633|P501169|P501760|P505346,P442837|P442839|P454313|P455237|P463036|P474832|P479841|P481739|P482540|P483643|P501169|P501760|P505346
10102016482,14,5.0,P415771|P423688|P433887|P443352|P455926|P461159|P461160|P461933|P467110|P473160|P475921|P500633|P501288|P94421,P415771|P423688|P433887|P443352|P455926|P461159|P461160|P461933|P467110|P473160|P475921|P500633|P501288|P94421
10104346288,12,4.916666666666667,P423688|P443352|P479125|P479339|P483697|P500633|P500696|P500777|P502326|P503891|P503927|P504043,P423688|P443352|P479125|P479339|P483697|P500633|P500696|P500777|P502326|P503891|P503927|P504043
1011529677,7,5.0,P411403|P457522|P466155|P473820|P475589|P476447|P476459,P411403|P457522|P466155|P473820|P475589|P476447|P476459
1011562671,6,3.6666666666666665,P392245|P405599|P411539|P420224|P423143|P7880,P392245|P420224|P7880
10123555555,60,4.766666666666667,P418346|P421277|P423136|P424948|P432049|P442761|P442837|P448719|P453928|P453929|P454102|P454799|P455613|P456194|P456392|P457510|P458917|P460514|P460701|P462339|P465741|P466661|P467976|P469439|P469482|P469507|P469537|P470529|P471025|P472052|P472057|P474068|P474113|P474117|P474121|P474832|P476414|P476679|P476680|P477157|P477202|P479313|P479327|P479645|P479692|P479860|P482535|P483699|P483700|P500472|P500777|P501254|P501321|P503726|P503814|P503879|P503936|P504045|P504277|P504433,P418346|P421277|P423136|P424948|P432049|P442761|P442837|P448719|P453928|P453929|P454102|P454799|P455613|P456194|P456392|P457510|P458917|P460514|P460701|P462339|P465741|P466661|P467976|P469439|P469482|P469507|P469537|P470529|P471025|P472052|P472057|P474068|P474113|P474117|P474121|P474832|P476414|P476679|P476680|P477157|P477202|P479313|P479327|P479645|P479692|P479860|P482535|P483699|P483700|P500472|P500777|P501254|P501321|P503726|P503814|P503879|P503936|P504045|P504277|P504433
1012371232,22,4.136363636363637,P385320|P39274|P394397|P399755|P402992|P409800|P417118|P433519|P433520|P442589|P442752|P443700|P447783|P449541|P449599|P458755|P459130|P460855|P467652|P469196|P477961|P9940,P385320|P39274|P394397|P399755|P402992|P409800|P417118|P433520|P442589|P442752|P443700|P449541|P449599|P458755|P460855|P467652|P477961
10126358875,6,4.333333333333333,P417867|P418218|P427406|P427417|P430813|P454794,P418218|P427417|P430813|P454794
10126988279,7,3.857142857142857,P447592|P447778|P455676|P458209|P462336|P471226|P472468,P455676|P458209|P462336|P471226|P472468
10127380049,68,4.9411764705882355,P309308|P377570|P386754|P417241|P418624|P423136|P423148|P434336|P442839|P443350|P443352|P443700|P447504|P449177|P453930|P454799|P455926|P456194|P456566|P458209|P461949|P466661|P467602|P468850|P469537|P469538|P470529|P471101|P474107|P474832|P474838|P475543|P476414|P476679|P476729|P478020|P479313|P479318|P479327|P479339|P479348|P479632|P479645|P479841|P480461|P481145|P481739|P482008|P482551|P482675|P483076|P483679|P484067|P500472|P500633|P500993|P501169|P501236|P501282|P501288|P502326|P503651|P503936|P504043|P504044|P504073|P505133|P505346,P309308|P377570|P386754|P417241|P418624|P423136|P423148|P434336|P442839|P443350|P443352|P443700|P447504|P449177|P453930|P454799|P455926|P456194|P456566|P458209|P461949|P466661|P468850|P469537|P469538|P470529|P471101|P474107|P474832|P474838|P475543|P476414|P476679|P476729|P478020|P479313|P479318|P479327|P479339|P479348|P479632|P479645|P479841|P480461|P481145|P481739|P482008|P482551|P482675|P483076|P483679|P484067|P500472|P500633|P500993|P501169|P501236|P501282|P501288|P502326|P503651|P503936|P504043|P504044|P504073|P505133|P505346
10128126819,22,4.7272727272727275,P423150|P423688|P428819|P442836|P442838|P442840|P443351|P443352|P466123|P468684|P470529|P471033|P471043|P476414|P479327|P479348|P479841|P479860|P481366|P481831|P482325|P500472,P423150|P423688|P442836|P442838|P442840|P443351|P443352|P466123|P470529|P471033|P471043|P476414|P479327|P479348|P479841|P479860|P481366|P481831|P482325|P500472
1012837364,6,3.8333333333333335,P422007|P427417|P431180|P460723|P468351|P481989,P422007|P427417|P431180|P468351
10131134696,10,5.0,P411365|P423148|P440650|P443350|P460624|P461935|P476414|P476876|P480613|P501254,P411365|P423148|P440650|P443350|P460624|P461935|P476414|P476876|P480613|P501254
1013209626,10,4.1,P411387|P417238|P420652|P421998|P429954|P441644|P445951|P448715|P454102|P474938,P411387|P417238|P420652|P421998|P441644|P445951|P448715|P474938
10136247242,18,4.333333333333333,P386762|P394397|P394639|P394826|P403817|P405096|P427421|P432045|P439926|P440307|P443846|P450917|P454102|P460515|P461555|P462347|P472454|P94421,P386762|P394397|P394639|P394826|P405096|P427421|P432045|P439926|P440307|P443846|P450917|P454102|P460515|P461555|P462347|P472454|P94421
1014232120,7,4.428571428571429,P404793|P426183|P433520|P448203|P468411|P470506|P470509,P404793|P426183|P433520|P448203|P468411|P470506|P470509
10145525429,7,4.714285714285714,P421996|P422510|P467945|P474843|P500094|P500098|P500109,P421996|P422510|P467945|P474843|P500094|P500098|P500109
10145760967,6,4.833333333333333,P443837|P450271|P450632|P469502|P470217|P476731,P443837|P450271|P450632|P469502|P470217|P476731
1014628233,10,2.7,P414737|P418218|P420652|P431848|P453224|P454387|P454388|P454794|P456410|P482320,
1014919782,8,4.875,P442838|P455926|P455927|P460779|P468684|P471043|P474111|P477157,P442838|P455926|P455927|P460779|P468684|P471043|P474111|P477157
10153605116,12,5.0,P428819|P446930|P466123|P469538|P476729|P480628|P481348|P482540|P501169|P503936|P505023|P505346,P428819|P446930|P466123|P469538|P476729|P480628|P481348|P482540|P501169|P503936|P505023|P505346
1015458860,14,4.142857142857143,P393718|P4010|P409800|P420158|P421243|P427420|P431180|P440305|P446938|P453818|P454313|P460516|P471788|P472343,P393718|P4010|P409800|P427420|P431180|P446938|P453818|P454313|P460516|P471788
1015822857,8,3.625,P12573|P232906|P248404|P278317|P297517|P297531|P375534|P9940,P12573|P248404|P297531|P375534|P9940
1015982291,12,3.8333333333333335,P378219|P384539|P397890|P399932|P416563|P440312|P454378|P454396|P462347|P474075|P481732|P503651,P378219|P384539|P399932|P440312|P454396|P462347|P481732|P503651
10160321583,10,5.0,P411539|P411540|P423259|P448184|P448185|P455366|P460779|P464239|P464243|P504986,P411539|P411540|P423259|P448184|P448185|P455366|P460779|P464239|P464243|P504986
10164839180,10,4.8,P411539|P411540|P423259|P433887|P448184|P448185|P448202|P453224|P471546|P503191,P411539|P411540|P423259|P433887|P448184|P448185|P448202|P453224|P471546|P503191
1016774052,19,4.7894736842105265,P400259|P411403|P415619|P417241|P418346|P418624|P424948|P448937|P453824|P466673|P471046|P482325|P482535|P482540|P500777|P503726|P503913|P504023|P505158,P400259|P411403|P415619|P417241|P418346|P418624|P424948|P448937|P453824|P466673|P471046|P482325|P482535|P482540|P500777|P503726|P503913|P504023|P505158
10169938714,10,2.8,P377533|P403818|P416564|P420652|P429515|P439055|P442990|P454380|P454384|P470255,P377533|P420652|P429515|P454380|P470255
10171064794,15,3.6666666666666665,P302103|P379510|P395615|P411388|P415777|P417980|P420652|P421432|P427412|P427416|P427417|P442753|P456418|P474938|P94421,P302103|P379510|P395615|P411388|P415777|P420652|P421432|P427412|P427416|P442753
10171111219,7,3.857142857142857,P424948|P429954|P455924|P462666|P470506|P481340|P483696,P462666|P470506|P481340|P483696
1017212483,11,5.0,P205614|P297516|P378219|P379510|P379710|P379711|P384537|P387261|P392144|P442752|P7880,P205614|P297516|P378219|P379510|P379710|P379711|P384537|P387261|P392144|P442752|P7880
10172681917,8,5.0,P457005|P457517|P458209|P459141|P462339|P469538|P471043|P505346,P457005|P457517|P458209|P459141|P462339|P469538|P471043|P505346
10173220781,6,4.333333333333333,P411254|P421275|P429952|P436094|P442744|P480630,P411254|P421275|P436094|P442744
10178128327,6,3.8333333333333335,P439672|P443563|P453226|P454383|P454384|P470255,P443563|P454383|P454384|P470255
10178779535,44,5.0,P400259|P408230|P418624|P423148|P426501|P432831|P434336|P461949|P469538|P471097|P471101|P471237|P472469|P473322|P474113|P474117|P474809|P475086|P475172|P475543|P475932|P476414|P476681|P476729|P477157|P479327|P479860|P480630|P482551|P483076|P483679|P500633|P500696|P501157|P501321|P503879|P503991|P503992|P504026|P504199|P504892|P505031|P505054|P505346,P400259|P408230|P418624|P423148|P426501|P432831|P434336|P461949|P469538|P471097|P471101|P471237|P472469|P473322|P474113|P474117|P474809|P475086|P475172|P475543|P475932|P476414|P476681|P476729|P477157|P479327|P479860|P480630|P482551|P483076|P483679|P500633|P500696|P501157|P501321|P503879|P503991|P503992|P504026|P504199|P504892|P505031|P505054|P505346
10179423292,11,5.0,P379707|P400259|P421996|P461159|P461160|P461933|P466123|P466134|P470529|P470536|P476876,P379707|P400259|P421996|P461159|P461160|P461933|P466123|P466134|P470529|P470536|P476876
1017972334,7,4.571428571428571,P394826|P403818|P426836|P429515|P446938|P458724|P480162,P394826|P403818|P426836|P429515|P446938|P458724
1017984594,25,4.72,P270594|P411365|P421996|P422510|P429242|P429952|P432049|P433444|P442741|P442742|P442743|P454799|P458209|P460779|P468684|P474839|P475124|P480630|P483692|P483708|P500633|P500777|P501190|P501254|P504429,P270594|P411365|P421996|P422510|P429242|P429952|P432049|P433444|P442741|P442742|P442743|P454799|P458209|P468684|P474839|P475124|P480630|P483692|P483708|P500633|P500777|P501254|P504429
1018221431,13,5.0,P423688|P429952|P442867|P443352|P443370|P470535|P470536|P471237|P471541|P472451|P472455|P475543|P480630,P423688|P429952|P442867|P443352|P443370|P470535|P470536|P471237|P471541|P472451|P472455|P475543|P480630
1018251431,12,4.333333333333333,P377368|P392945|P403748|P411540|P421276|P423123|P429952|P449156|P467038|P471546|P480630|P481817,P377368|P392945|P403748|P411540|P423123|P449156|P467038|P471546|P481817
10183395233,13,4.615384615384615,P456213|P456582|P459299|P468396|P471226|P471541|P472451|P473322|P474330|P474936|P474937|P478239|P480284,P456213|P456582|P459299|P468396|P471226|P471541|P472451|P473322|P474936|P474937|P478239|P480284
10183487671,41,4.951219512195122,P411365|P423148|P438618|P440650|P442761|P442838|P443350|P443352|P443370|P457510|P461949|P467038|P468850|P469506|P469537|P469538|P471043|P473126|P474068|P474116|P474809|P476414|P476729|P479692|P482005|P482551|P483076|P483136|P483455|P483643|P483664|P483679|P500633|P501004|P501190|P503668|P503690|P504044|P504309|P504506|P505346,P411365|P423148|P438618|P440650|P442761|P442838|P443350|P443352|P443370|P457510|P461949|P467038|P468850|P469506|P469537|P469538|P471043|P473126|P474068|P474116|P474809|P476414|P476729|P479692|P482005|P482551|P483076|P483136|P483455|P483643|P483664|P483679|P500633|P501004|P501190|P503668|P503690|P504044|P504309|P504506|P505346
10184214361,16,4.5625,P12336|P217513|P375849|P414293|P416341|P420652|P422003|P426080|P426183|P427413|P427418|P427419|P427421|P432256|P439643|P440312,P12336|P217513|P375849|P414293|P420652|P422003|P426080|P426183|P427413|P427418|P427419|P427421|P432256|P440312
10185426235,12,4.666666666666667,P428819|P443563|P445827|P448530|P454018|P458219|P460516|P460554|P460701|P460723|P466123|P472057,P428819|P443563|P445827|P448530|P454018|P458219|P460516|P460554|P460701|P460723|P466123|P472057
1018714687,6,4.166666666666667,P375849|P392235|P416562|P422000|P426183|P428819,P375849|P392235|P422000|P426183|P428819
10190670644,6,4.5,P440312|P454378|P454396|P472468|P479339|P54509,P440312|P454378|P454396|P472468|P479339|P54509
